"age","job","marital","education","default","balance","housing","loan","contact","month","duration","campaign","pdays","previous","poutcome","y"
35,"blue-collar","divorced","primary","no",-587,"yes","no","unknown","may",111,1,-1,0,"unknown","no"
36,"blue-collar","single","primary","no",367,"no","no","cellular","feb",217,1,221,1,"failure","no"
52,"management","married","tertiary","no",-1224,"yes","no","cellular","may",253,4,-1,0,"unknown","no"
45,"management","divorced","tertiary","no",959,"no","no","unknown","jun",74,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",0,"no","no","cellular","aug",263,2,-1,0,"unknown","no"
25,"blue-collar","married","primary","yes",-589,"yes","no","unknown","jun",233,1,-1,0,"unknown","no"
26,"management","single","tertiary","no",-8,"no","no","cellular","aug",402,2,-1,0,"unknown","no"
57,"management","married","unknown","no",0,"no","no","cellular","sep",585,1,-1,0,"unknown","no"
48,"management","married","primary","no",247,"yes","yes","unknown","may",145,1,-1,0,"unknown","no"
48,"technician","married","unknown","no",5543,"no","no","unknown","jun",143,5,-1,0,"unknown","no"
32,"blue-collar","married","primary","no",642,"no","yes","cellular","jul",524,1,-1,0,"unknown","no"
58,"retired","married","secondary","no",11,"no","no","cellular","aug",270,1,-1,0,"unknown","no"
57,"management","married","primary","no",-226,"yes","no","unknown","jun",272,1,-1,0,"unknown","no"
31,"entrepreneur","married","tertiary","no",5191,"no","no","cellular","nov",187,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",-320,"no","no","cellular","may",268,2,-1,0,"unknown","no"
53,"entrepreneur","married","tertiary","no",2289,"yes","yes","cellular","nov",183,1,-1,0,"unknown","no"
36,"admin.","married","secondary","no",725,"yes","no","cellular","feb",123,3,99,8,"failure","no"
32,"technician","single","tertiary","no",705,"yes","no","cellular","apr",20,4,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",776,"yes","no","cellular","feb",232,4,253,1,"failure","no"
35,"unemployed","married","tertiary","no",816,"yes","no","cellular","nov",547,7,-1,0,"unknown","no"
41,"services","married","secondary","no",171,"no","no","cellular","jul",71,9,-1,0,"unknown","no"
54,"services","married","secondary","no",812,"no","no","cellular","jul",113,6,-1,0,"unknown","no"
49,"services","married","secondary","no",823,"no","no","cellular","aug",780,4,-1,0,"unknown","yes"
28,"technician","single","secondary","no",1453,"yes","no","cellular","may",246,1,343,1,"other","no"
24,"blue-collar","single","unknown","no",431,"yes","no","unknown","jun",108,12,-1,0,"unknown","no"
30,"admin.","single","secondary","no",1009,"yes","no","cellular","jan",253,1,-1,0,"unknown","no"
32,"self-employed","married","primary","no",286,"yes","no","cellular","aug",175,1,-1,0,"unknown","no"
53,"entrepreneur","married","tertiary","no",22370,"yes","no","unknown","may",106,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",2111,"yes","no","cellular","may",86,2,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",5366,"yes","no","unknown","may",248,3,-1,0,"unknown","no"
33,"technician","married","secondary","no",181,"yes","yes","telephone","jul",265,2,-1,0,"unknown","no"
31,"blue-collar","divorced","secondary","no",-452,"yes","no","unknown","may",182,5,-1,0,"unknown","no"
56,"unemployed","divorced","primary","no",1770,"no","no","cellular","feb",916,3,-1,0,"unknown","no"
58,"retired","married","primary","no",0,"no","no","cellular","aug",506,1,-1,0,"unknown","no"
37,"admin.","single","secondary","no",-296,"yes","no","cellular","apr",81,1,-1,0,"unknown","no"
59,"management","married","primary","no",2358,"yes","no","cellular","apr",30,1,-1,0,"unknown","no"
50,"management","single","tertiary","no",1200,"no","no","cellular","aug",904,3,-1,0,"unknown","yes"
39,"housemaid","single","primary","no",109,"yes","no","unknown","may",699,3,-1,0,"unknown","no"
30,"technician","married","secondary","no",616,"yes","no","cellular","may",19,1,-1,0,"unknown","no"
47,"services","divorced","secondary","no",4906,"yes","no","unknown","may",389,1,-1,0,"unknown","no"
44,"self-employed","married","secondary","no",313,"no","no","cellular","aug",211,4,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",290,"yes","no","cellular","apr",283,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",1240,"no","no","cellular","aug",474,2,-1,0,"unknown","no"
27,"admin.","single","tertiary","no",3672,"yes","no","cellular","may",157,2,351,5,"failure","no"
73,"retired","married","secondary","no",19,"no","no","cellular","nov",509,2,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",143,"yes","no","unknown","may",279,1,-1,0,"unknown","no"
56,"retired","divorced","secondary","no",212,"no","yes","telephone","jul",27,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",9,"no","no","cellular","aug",386,4,-1,0,"unknown","yes"
33,"blue-collar","married","primary","no",3074,"no","no","cellular","nov",679,1,-1,0,"unknown","no"
40,"management","married","tertiary","no",1734,"yes","no","unknown","jun",169,1,-1,0,"unknown","no"
52,"management","married","tertiary","no",575,"no","no","unknown","jun",315,1,-1,0,"unknown","no"
51,"blue-collar","married","secondary","no",397,"yes","no","cellular","aug",293,2,-1,0,"unknown","no"
33,"blue-collar","married","secondary","no",640,"yes","no","cellular","feb",439,3,-1,0,"unknown","no"
54,"services","married","secondary","no",158,"yes","no","unknown","may",198,1,-1,0,"unknown","no"
44,"management","married","secondary","no",2984,"yes","no","unknown","may",770,2,-1,0,"unknown","no"
50,"entrepreneur","married","secondary","no",1011,"yes","no","telephone","jul",340,2,-1,0,"unknown","no"
45,"blue-collar","single","secondary","no",0,"yes","no","cellular","apr",1472,1,192,4,"failure","yes"
36,"management","married","tertiary","no",1133,"yes","no","cellular","aug",293,1,181,2,"other","yes"
42,"technician","married","secondary","no",4945,"yes","no","cellular","mar",311,2,-1,0,"unknown","yes"
37,"technician","married","secondary","no",712,"yes","no","cellular","nov",291,2,-1,0,"unknown","no"
28,"services","single","secondary","no",-427,"yes","yes","unknown","may",965,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",2146,"no","yes","unknown","jun",594,1,-1,0,"unknown","no"
59,"admin.","married","secondary","no",92,"yes","no","cellular","may",139,2,350,1,"failure","no"
32,"unemployed","married","secondary","no",10,"yes","no","unknown","may",501,4,-1,0,"unknown","no"
57,"retired","married","primary","no",1238,"yes","no","cellular","jul",274,1,-1,0,"unknown","no"
49,"admin.","single","secondary","no",981,"yes","no","telephone","nov",10,3,-1,0,"unknown","no"
56,"entrepreneur","married","unknown","no",575,"no","no","unknown","jun",18,2,-1,0,"unknown","no"
48,"admin.","divorced","unknown","no",-70,"no","no","cellular","may",243,1,-1,0,"unknown","no"
27,"student","single","tertiary","no",3733,"yes","no","cellular","may",198,1,98,6,"success","yes"
31,"management","single","tertiary","no",574,"yes","no","cellular","jul",410,2,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",43,"no","no","unknown","may",190,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",428,"no","no","unknown","may",121,1,-1,0,"unknown","no"
58,"housemaid","married","primary","no",0,"yes","no","telephone","jul",148,1,-1,0,"unknown","no"
46,"admin.","married","secondary","no",0,"yes","yes","cellular","apr",239,2,259,2,"failure","no"
32,"management","single","tertiary","no",474,"yes","no","cellular","aug",90,3,-1,0,"unknown","no"
39,"services","married","secondary","no",-540,"no","no","unknown","jun",29,1,-1,0,"unknown","no"
35,"self-employed","married","tertiary","no",560,"yes","no","cellular","apr",58,1,136,1,"failure","no"
31,"management","married","tertiary","no",325,"yes","no","cellular","jul",1139,2,-1,0,"unknown","yes"
29,"management","single","tertiary","no",437,"no","no","cellular","aug",504,1,92,1,"success","yes"
48,"blue-collar","married","primary","no",574,"no","no","cellular","aug",348,1,-1,0,"unknown","no"
60,"retired","married","primary","no",0,"no","no","telephone","jul",130,3,-1,0,"unknown","no"
74,"retired","married","secondary","no",935,"no","no","cellular","jan",100,1,104,1,"other","no"
30,"services","married","secondary","no",699,"yes","no","unknown","may",544,1,-1,0,"unknown","no"
52,"admin.","single","primary","no",0,"no","no","unknown","may",182,11,-1,0,"unknown","no"
24,"blue-collar","married","secondary","no",-220,"yes","no","cellular","apr",90,1,-1,0,"unknown","no"
29,"services","married","secondary","no",11417,"yes","no","unknown","may",272,2,-1,0,"unknown","no"
33,"housemaid","married","primary","no",212,"yes","no","cellular","jul",260,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",67,"yes","yes","unknown","may",672,3,-1,0,"unknown","no"
45,"admin.","divorced","secondary","no",0,"no","no","cellular","oct",264,1,-1,0,"unknown","yes"
31,"blue-collar","married","secondary","no",0,"no","yes","telephone","jul",275,2,-1,0,"unknown","no"
45,"technician","married","secondary","no",1673,"no","no","cellular","oct",76,1,-1,0,"unknown","no"
27,"services","married","secondary","no",-1202,"yes","no","unknown","jun",749,2,-1,0,"unknown","no"
30,"management","single","tertiary","no",4213,"no","no","cellular","aug",142,4,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",0,"no","no","cellular","aug",454,2,-1,0,"unknown","no"
57,"blue-collar","married","secondary","no",1521,"yes","yes","cellular","may",102,2,178,5,"failure","no"
34,"management","married","tertiary","no",1310,"no","no","telephone","jan",521,3,158,7,"other","no"
40,"admin.","married","secondary","no",0,"yes","yes","cellular","nov",57,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",399,"no","no","cellular","apr",504,1,-1,0,"unknown","no"
46,"technician","married","tertiary","no",405,"no","no","cellular","aug",138,3,-1,0,"unknown","no"
55,"management","divorced","tertiary","no",9756,"yes","no","cellular","jun",103,2,95,1,"other","yes"
25,"management","single","tertiary","no",2506,"no","no","cellular","feb",485,1,-1,0,"unknown","yes"
34,"management","married","tertiary","no",697,"no","no","cellular","aug",166,1,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",403,"yes","no","cellular","may",318,2,338,1,"success","no"
64,"retired","divorced","tertiary","no",890,"no","no","cellular","jul",531,3,-1,0,"unknown","no"
45,"technician","divorced","secondary","no",809,"yes","no","cellular","may",155,2,363,4,"failure","no"
57,"housemaid","married","secondary","no",158,"yes","no","telephone","jul",73,1,-1,0,"unknown","no"
21,"student","single","unknown","no",137,"yes","no","unknown","may",198,3,-1,0,"unknown","no"
58,"housemaid","married","secondary","no",2705,"no","no","telephone","aug",137,1,-1,0,"unknown","no"
41,"blue-collar","single","secondary","no",75,"yes","no","unknown","jul",479,9,-1,0,"unknown","yes"
41,"management","married","unknown","no",2457,"yes","no","unknown","may",285,1,-1,0,"unknown","no"
58,"management","married","tertiary","no",541,"yes","no","cellular","may",98,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",287,"yes","no","cellular","may",199,2,274,3,"other","no"
32,"management","married","tertiary","no",273,"yes","yes","cellular","jul",97,3,-1,0,"unknown","no"
44,"services","divorced","secondary","no",0,"yes","no","unknown","jun",389,5,-1,0,"unknown","no"
47,"unknown","married","unknown","no",677,"no","no","cellular","aug",384,1,99,4,"success","no"
41,"self-employed","married","primary","no",340,"no","no","unknown","jun",37,3,-1,0,"unknown","no"
54,"technician","married","tertiary","no",98,"no","no","cellular","aug",420,4,-1,0,"unknown","no"
47,"technician","divorced","tertiary","no",477,"yes","no","telephone","may",973,1,366,1,"failure","no"
32,"management","single","tertiary","no",2629,"no","no","cellular","aug",77,4,-1,0,"unknown","no"
59,"housemaid","married","tertiary","no",0,"no","yes","cellular","jul",376,2,-1,0,"unknown","no"
29,"technician","single","tertiary","no",2325,"no","no","cellular","feb",125,1,-1,0,"unknown","yes"
48,"services","married","secondary","yes",-20,"no","no","cellular","aug",142,2,-1,0,"unknown","no"
32,"technician","single","secondary","no",230,"yes","no","cellular","may",442,1,266,8,"failure","yes"
46,"management","divorced","secondary","no",-852,"no","yes","cellular","aug",728,2,-1,0,"unknown","no"
31,"blue-collar","single","primary","no",-280,"no","no","unknown","may",281,3,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",25,"no","no","cellular","aug",528,2,-1,0,"unknown","yes"
34,"technician","single","tertiary","no",9851,"yes","no","cellular","nov",128,5,-1,0,"unknown","no"
48,"services","single","unknown","no",5095,"yes","no","unknown","jun",71,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",687,"no","no","cellular","aug",161,4,-1,0,"unknown","no"
31,"management","married","secondary","no",1368,"yes","no","cellular","aug",129,4,-1,0,"unknown","no"
27,"blue-collar","single","primary","no",-179,"yes","no","cellular","may",54,2,-1,0,"unknown","no"
60,"admin.","married","secondary","no",-396,"yes","no","cellular","may",443,1,350,1,"failure","no"
34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown","may",136,1,-1,0,"unknown","no"
52,"self-employed","married","secondary","no",9,"no","yes","unknown","jun",44,1,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",1159,"yes","yes","cellular","may",1181,9,-1,0,"unknown","no"
45,"technician","married","primary","no",-322,"no","no","unknown","jun",225,2,-1,0,"unknown","no"
54,"technician","divorced","secondary","no",1114,"yes","no","cellular","jan",81,1,-1,0,"unknown","no"
52,"services","married","secondary","no",2072,"no","no","cellular","jul",224,1,-1,0,"unknown","no"
47,"entrepreneur","married","tertiary","no",459,"yes","no","cellular","jul",189,4,-1,0,"unknown","no"
54,"unknown","married","secondary","no",1157,"no","no","cellular","may",98,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",8309,"yes","yes","cellular","nov",50,1,-1,0,"unknown","no"
39,"technician","single","tertiary","no",1043,"no","no","cellular","aug",195,10,-1,0,"unknown","no"
46,"technician","married","secondary","no",2098,"no","no","cellular","aug",110,2,-1,0,"unknown","no"
26,"unemployed","single","secondary","no",461,"no","no","cellular","jan",214,1,-1,0,"unknown","no"
37,"technician","single","secondary","no",61,"yes","no","unknown","may",182,8,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",1203,"yes","no","cellular","apr",239,2,-1,0,"unknown","no"
35,"technician","married","secondary","no",1067,"no","yes","cellular","aug",179,6,-1,0,"unknown","no"
57,"unemployed","married","primary","no",0,"no","no","unknown","jun",540,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",1657,"yes","no","cellular","may",566,2,356,4,"failure","no"
47,"technician","married","secondary","no",1219,"no","no","cellular","aug",697,4,-1,0,"unknown","yes"
27,"technician","married","secondary","no",7,"yes","no","unknown","may",98,2,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",-839,"yes","yes","cellular","jul",1018,2,-1,0,"unknown","yes"
39,"technician","married","secondary","no",994,"no","no","cellular","feb",221,1,241,1,"failure","no"
36,"entrepreneur","married","tertiary","no",6,"no","no","telephone","oct",246,1,-1,0,"unknown","no"
42,"technician","single","secondary","no",0,"no","no","cellular","aug",656,2,-1,0,"unknown","no"
